question,answer,options,type
'海康威视作为一家视频领域的技术公司，以视频感知为基础，通过人工智能技术，使人类和机器更“看懂”这个世界。','正确',,
'海康威视作为一家视频领域的技术公司，以_____为基础，通过_____技术，使人类和机器更“看懂”这个世界。','C:视频感知 D:人工智能','A:物联网 B:多模态 C:视频感知 D:人工智能','多选题'
'海康威视至今已经深度参与了超过30家头部地产物业企业的数智化转型，云眸社区已经服务了超过4000家社区，持续服务超过500万业主。海康将在智慧社区建设和服务上不断积累经验，提升软硬件产品及云服务能力，打造更有优势的智慧社区解决方案，和合作伙伴一起，为用户和社会创造价值。','正确','A:正确 B:错误 ','判断题'
'海康威视正式进军机器人领域是2015年。','正确','A:正确 B:错误 ','判断题'
'海康威视是以视频为核心的智能物联网解决方案和大数据服务提供商，业务聚焦于综合安防、大数据服务和智慧业务，构建开放合作生态，为公共服务领域用户、企事业用户和中小企业用户提供服务，致力于构筑_____的智慧城市和数字化企业。','B:云边融合 C:物信融合 D:数智融合','A:云智融合 B:云边融合 C:物信融合 D:数智融合','多选题'
'海康威视凭借突出的自主创新能力和在资本市场的良好表现赢得上市公司诸多荣誉。以下说法错误的是？','A:海康威视董事会荣膺“2012中国上市公司最佳董事会”。 B:海康威视入选“上证50指数”，并荣获“十佳创新上市公司”称号。 ','A:海康威视董事会荣膺“2012中国上市公司最佳董事会”。 B:海康威视入选“上证50指数”，并荣获“十佳创新上市公司”称号。 C:在《理财周报》举办的2012年中国上市公司最佳董事会评选中，五十二所所长、海康威视董事长陈宗年获评“2012中国上市公司最受尊敬董事长”。 D:海康威视获评“2012中国上市公司最佳董事会(10强)”。','多选题'
'海康威视的创始团队绝大多数是工商管理出身，具有深厚的技术情结，在这次数字化转型的浪潮中，以技术突破，提升了产品竞争力（在DSP上实现H.264算法，是海康威视板卡成功的关键；DVR预分配技术，是海康威视DVR成功的关键）。','错误，创世团队大多数是工程师，不是工商管理','A:正确 B:错误 ','判断题'
'海康威视从2013年开始战略布局。2015年，提前布局的智能制造技术。2016年，成立海康机器人股份有限公司。','正确','A:正确 B:错误 ','判断题'
'海康威视充分利用嵌入式系统、磁盘记录等方面的技术积累，从研发、生产数字监控产品压缩板卡起步，后期整合数字音视频编解码算法、大规模网络平台、图像处理和智能识别等关键技术，大力发展数字音视频监控核心产品。','正确','A:正确 B:错误 ','判断题'
'海康威视秉承“专业、厚实、诚信”的经营理念，践行“_____”的核心价值观，不断创新，不断发展多维感知、人工智能、与大数据技术，为人类的安全和发展开拓新视界。','A:成就客户 B:价值为本 C:诚信务实 D:追求卓越','A:成就客户 B:价值为本 C:诚信务实 D:追求卓越','多选题'
'海康威视安防行业龙头企业为北京奥运会、上海世博会、广州亚运会、杭州G20峰会，提供安全可靠的安防产品及解决方案的主要提供商','正确','A:正确 B:错误 ','判断题'
'海康人要提高数字化修养，主要体现在以下哪几个方面？','A:具备数字化意识 B:掌握必要的数字化知识 C:建立数字化思维 D:善用数字化工具','A:具备数字化意识 B:掌握必要的数字化知识 C:建立数字化思维 D:善用数字化工具','多选题'
'海康全力支持海康威视发展，建立了_____三位一体的立体业务体系，在技术及产品创新投入、市场及行业布局、销售及服务体系方面逐步建立行业领先优势，海康威视跃居并持续保持安防行业龙头地位','A:产品 B:行业 C:市场','A:产品 B:行业 C:市场 D:销售','多选题'
'海康科技现在主要是两大业务，一块是控制器为主，另一块是物联网。','正确','A:正确 B:错误 ','判断题'
'海康坚持改革创新促进发展，一路走来取得了辉煌的成绩，以下说法正确的是？','A:1988年，所内专业技术人员实行聘任制，横向创收超过100万元。 B:1993年4月，调整科技开发结构，改革劳动分配制度，研究室、实验工厂试行二级核算、自负盈亏的经济技术承包责任制。 ','A:1988年，所内专业技术人员实行聘任制，横向创收超过100万元。 B:1993年4月，调整科技开发结构，改革劳动分配制度，研究室、实验工厂试行二级核算、自负盈亏的经济技术承包责任制。 C:1998年5月，五十二所成立所体制改革委员会，下设体制改革办公室。 D:2002年成立军工分所，面对“非典”的袭击，全所上下齐心协力，众志成城，全年销售收入突破6亿元。','多选题'
'海康加快转型升级，开启“二次创业”新篇章是在哪一年？','2010年','A:2010年 B:2000年 C:2015年 D:2005年','单选题'
'海康机器人的愿景：成为全球的机器人领域领导者，推动中国智能制造的产业升级。','正确','A:正确 B:错误 ','判断题'
'海康的物联网系统早期是从存储开始的，从做_____起家，向下延伸到_____，向上延伸到了_____，现在又左右延伸向了_____，从而形成一个完整的物联网系统。','存储图像摄像头智能化、大数据非视频业务',,
'海康(五十二所)高度重视工会工作，关心职工发展支持工会发挥作用，以下说法正确的是？','A:2007年五十二所工会荣获“浙江省模范职工之家”称号。 B:2011年10月，五十二所工会被中华全国总工会授予“模范职工之家”称号。 C:1989年11月1日，召开五十二所第一届职工代表大会。 D:1984年，五十二所完成了迁杭手续并安排近40名职工子女到杭二中、求是小学等学校就读。','A:2007年五十二所工会荣获“浙江省模范职工之家”称号。 B:2011年10月，五十二所工会被中华全国总工会授予“模范职工之家”称号。 C:1989年11月1日，召开五十二所第一届职工代表大会。 D:1984年，五十二所完成了迁杭手续并安排近40名职工子女到杭二中、求是小学等学校就读。','多选题'
'国务院国资委_________书记视察海康，觉得海康这样的企业应该是总书记比较希望的企业。','张毅',,
'国家主席习近平9月2日在2021年中国国际服务贸易交易会全球服务贸易峰会上发表视频致辞强调，继续支持中小企业创新发展，深化新三板改革，设立_____证券交易所，打造服务创新型中小企业主阵地。。','北京',,
'国家主席习近平2021年10月25日在北京出席中华人民共和国恢复联合国合法席位50周年纪念会议并发表重要讲话。他强调，国际规则只能由联合国_____个会员国共同制定，不能由个别国家和国家集团来决定；应该由联合国_____个会员国共同遵守，没有也不应该有例外。','193；193','A:179；179 B:185；185 C:193；193 D:195；195','单选题'
'国家主席习近平2021年10月12日以视频方式出席在昆明举行的《生物多样性公约》第十五次缔约方大会领导人峰会并发表主旨讲话。他指出，中国正式设立三江源、_____、东北虎豹、海南热带雨林、_____等第一批国家公园，保护面积达23万平方公里，涵盖近30%的陆域国家重点保护野生动植物种类。','大熊猫 武夷山','A:大熊猫 B:武夷山 C:神农架 D:祁连山',
'国共两党实现第二次合作的标志是_____。','国民党公布《中共中央为公布国共合作宣言》并发表蒋介石谈话','A:国民党公布《中共中央为公布国共合作宣言》并发表蒋介石谈话 B:八·一三事变后国民政府发表自卫声明 C:红军改编为国民革命军 D:西安事变的和平解决','单选题'
'郭生荣所长确定了海康威视经营管理的三个基本原则_____。','遵循现代企业制度，52所不再给海康威视红头文件。《公司章程》是公司治理的准则。公司经营层、董事会严格按照《公司章程》进行运作。 董事会聘用会计事务所每年对海康威视进行专项审计。  52所不越过胡扬忠为首的经营层，对海康威视员工日常进行约谈。','A:遵循现代企业制度，52所不再给海康威视红头文件。《公司章程》是公司治理的准则。公司经营层、董事会严格按照《公司章程》进行运作。 B:董事会聘用会计事务所每年对海康威视进行专项审计。 C:52所不越过胡扬忠为首的经营层，对海康威视员工日常进行约谈。 D:52所可以对海康威视员工日常进行约谈。',
'贯彻“三个代表”重要思想，核心在于坚持_____。','党的先进性','A:解放和发展生产力 B:与时俱进 C:党的先进性 D:执政为民','单选题'
'贯彻“三个代表”重要思想，关键在于坚持_____ 。','与时俱进','A:执政为民 B:党的先进性 C:解放和发展生产力 D:与时俱进','单选题'
'贯彻“三个代表”重要思想，本质在于坚持_____。','执政为民','A:党的先进性 B:执政为民 C:与时俱进 D:解放和发展生产力',
'关于I³战略布局以下哪些说法是正确的？','A:IC基础支撑 B:AI Cloud全过程赋能 C:IoT全场景应用','A:IC基础支撑 B:AI Cloud全过程赋能 C:IoT全场景应用 D:IC全场景应用','多选题'
